2.83710501,2.61590962,2.8427199,2.82743896,1.46199032,1.68011777,1.55225655,1.58954713,1.51338534,1.61387044,1.64038263,1.51332838,2.96020553,3.23293416,3.41883004,3.09169538,3.12147246,3.39008246,3.37445135,3.32067118
2.75373672,2.80969639,2.95203019,2.76087579,1.59416868,1.46293683,1.55718017,1.66905786,1.53943017,1.61324172,1.49305647,1.6412531,3.25598219,3.46928102,3.14875712,3.11334242,3.37708488,3.28201298,3.09634343,3.07180978
2.81165573,2.83140931,2.69901155,2.71529128,1.54284262,1.51208848,1.53625883,1.6892888,1.46683226,1.54413917,1.60325791,1.66598056,3.08511897,3.1003889,3.25233698,3.23371651,3.39775519,3.32405336,3.2409848,3.29731804
2.6182169,2.67553625,2.75255112,2.95522961,1.54975171,1.53396785,1.55285925,1.63828094,1.49916278,1.56851097,1.53564114,1.671191,3.45194606,3.32491023,3.182077,3.40964522,3.43538378,3.03213614,3.00282803,3.16770561
2.7567388,2.7039567,2.74648502,2.92874054,1.55004531,1.72555447,1.42017298,1.58642373,1.64487824,1.63665212,1.55217216,1.4488272,3.38299693,3.36479791,3.35527613,3.17015265,3.26528465,3.24038726,2.97000057,3.14662409
2.68256812,2.68143176,2.89983622,2.81415852,1.39757758,1.685286,1.59165334,1.6070837,1.59589441,1.59496349,1.57206485,1.51021609,3.19672094,3.52962905,3.26695727,3.22527448,2.99303634,3.12089668,3.49400083,3.11532641
2.74048688,2.77455207,2.93815671,2.86790183,1.51859327,1.66879721,1.53824854,1.55471736,1.60018495,1.63859397,1.53083446,1.50954144,3.45942373,3.29847816,3.30735366,3.05589124,3.04461192,3.34466389,3.0800752,3.19803976
2.6901093,2.57538584,2.7549518,2.81748507,1.42563807,1.62525729,1.59987669,1.61878631,1.46956926,1.56217745,1.59551009,1.65669448,3.20282025,3.27763408,3.38016242,3.34357822,3.05952088,3.17147362,3.37683085,3.28647187
2.69816874,2.71140225,2.84988388,2.88861724,1.64187065,1.57541437,1.46062941,1.59393041,1.6196489,1.51217578,1.43829421,1.7097748,3.234789,3.11664269,3.00041973,3.23597991,3.33082222,3.36123772,3.39634244,3.21437155
2.56371608,2.82384191,2.78479779,2.82207178,1.42543068,1.60980601,1.60515196,1.6410453,1.46308619,1.59786759,1.65128908,1.57136385,3.24236311,3.42484374,3.47616942,3.19560777,3.03687216,3.26103693,3.35136901,3.01239293
2.68951192,2.60924539,2.70716773,2.82972181,1.53995437,1.75896539,1.52876081,1.45533584,1.56732468,1.72818067,1.47073258,1.51541998,3.53603632,3.291945,3.18172293,3.10694733,3.27268716,3.35943455,3.05640926,3.28038174
2.90412069,2.79410574,2.85534249,2.78931841,1.58173622,1.58543838,1.40940779,1.70684453,1.75445534,1.47034662,1.47677753,1.58155516,3.27617882,3.32456603,3.24755243,3.33214198,3.12701101,3.03817859,3.18940359,3.23075329
2.65184153,2.76075618,2.74676954,2.82483306,1.46665161,1.74297309,1.52250495,1.55109596,1.56769422,1.63170487,1.59161843,1.49125806,3.13756148,3.28004747,3.31715547,3.20485644,3.11713188,3.29217687,3.4782549,3.14884879
2.67551579,2.85289373,2.98899711,2.88923517,1.52316952,1.55133646,1.69071303,1.5112396,1.49294214,1.73880871,1.50409839,1.54304246,3.28790838,3.44700032,3.2111096,3.02069308,3.19422991,3.20239946,3.23646479,3.17718282
2.66801039,2.6118135,2.85144456,2.80979861,1.49974358,1.73367465,1.57949338,1.46208392,1.48574848,1.72638032,1.56455717,1.49387638,3.28519197,3.15994355,3.22498678,3.14605975,3.25952396,3.39894726,3.20885782,3.3396689
2.67971113,2.64518161,2.78705659,2.70867447,1.38883642,1.63070123,1.60380232,1.65936632,1.48731963,1.60809677,1.62408743,1.55530768,3.15761459,3.50417285,3.23938726,3.18918526,3.24349469,3.23233608,3.36540952,3.1577312
2.73830906,2.72471958,2.73107677,2.80019239,1.42303112,1.60890674,1.63259844,1.61675717,1.49855825,1.55033446,1.59693914,1.63732706,3.14731318,3.26650389,3.2014786,3.31442846,3.15913516,3.12737012,3.4891273,3.25884528
2.61653211,2.6697113,2.82108353,2.94498171,1.45709739,1.71694756,1.53487381,1.55477656,1.56141239,1.65416064,1.59034908,1.47110484,3.24442298,3.36589589,3.12778459,3.20101117,3.37042428,3.18373675,3.29502629,3.19258636
2.71136166,2.76684753,2.78461,2.81330675,1.60169488,1.6527316,1.44963363,1.57368596,1.62857967,1.64059512,1.49225597,1.52172844,3.11758205,3.29922825,3.36010317,3.3603841,3.18131757,3.07176817,3.32232355,3.19858491
2.81962772,2.80857372,2.75325039,2.72473598,1.62465946,1.58215704,1.40120574,1.67504172,1.60619796,1.50584777,1.51780655,1.64783362,3.22681948,3.22087263,3.05107844,3.21275151,3.47886358,3.42237334,3.1814931,3.10592125
2.86918384,2.69744097,2.78945634,2.80359506,1.60224904,1.58607597,1.44961603,1.64753972,1.60919781,1.49103311,1.50380935,1.67983333,3.05312816,3.24562331,2.97937578,3.34771254,3.44945782,3.22715051,3.40667218,3.15856186
2.75353732,2.69484209,2.92481154,2.84357831,1.38340911,1.72092311,1.53782187,1.63323116,1.55705324,1.55889588,1.71356844,1.45066823,3.21164449,3.33143728,3.33534518,3.13091198,3.10763615,3.34367501,3.23392552,3.15658819
