2.76616008,2.78222806,2.84913174,2.79494698,1.56523188,1.56603494,1.40267098,1.74915171,1.7039315,1.46640276,1.51289308,1.59791147,3.01948596,3.03193771,2.91991368,2.98297072,3.07429035,2.97087914,2.97666163,3.02168032
2.88209425,3.00122778,2.80923981,2.95909209,1.48477413,1.5809753,1.57255101,1.64489944,1.54143197,1.47525013,1.64000546,1.62339939,3.02243949,3.03722892,3.06263561,3.19681861,2.86747752,2.79176218,2.99834164,2.83223372
2.88276342,2.93790022,2.84183909,2.89199052,1.67939311,1.58441795,1.56382526,1.45574429,1.6115337,1.71719104,1.38296831,1.56590742,3.02581525,3.11375837,3.03240827,2.95227335,2.86794485,2.90123195,3.01106334,2.92941959
2.76418309,2.80766827,2.99754734,3.05919514,1.53040561,1.71463355,1.53199903,1.48554854,1.64583893,1.62846903,1.51801359,1.47725754,3.13085951,2.99614288,2.96733201,2.98088505,2.83663454,2.94818325,3.00709668,2.9833431
3.02290369,3.01786054,2.97547543,2.88071929,1.48071452,1.64051584,1.60071001,1.55900519,1.55280687,1.58045815,1.61946046,1.52732507,2.80786489,2.96618417,2.98978137,3.18956795,2.85210605,2.74829979,3.19868016,2.97645809
2.7630251,2.74963707,2.98219041,2.86542631,1.65117336,1.59423398,1.44689282,1.57190872,1.65992913,1.62052473,1.44424383,1.55748354,3.12537416,2.82170393,3.08264685,3.13184246,2.90174773,2.85743553,2.83459167,3.18000657
2.90453184,2.84715172,2.94845396,2.78684325,1.50671871,1.76076096,1.54089094,1.4779759,1.61805148,1.65253363,1.57110586,1.44287161,2.91142046,2.94414452,2.98559071,3.2488017,2.8161676,2.76357386,3.174572,3.02289073
2.74396957,2.83113192,2.74991798,2.85438816,1.49636537,1.72980733,1.54434648,1.5123381,1.56590319,1.70032036,1.56706806,1.44953537,2.94991059,2.85886819,2.95657894,2.92190347,3.0719223,2.98410616,3.07483636,3.18712679
2.89728682,2.89899834,2.96476125,2.88403833,1.5308917,1.59886118,1.49432274,1.65806646,1.59355546,1.42813526,1.62271001,1.63899483,2.94999998,2.8467875,2.88555296,3.24603389,2.98289944,2.87811354,3.07257175,2.9415533
2.80551811,2.90758726,2.85623244,2.99098394,1.59130665,1.66513752,1.46822007,1.55846706,1.60334078,1.64079617,1.58384532,1.45507278,2.9622332,3.09233161,3.12414341,2.90142579,2.97858606,3.0496543,2.89742109,2.83461522
2.85118708,2.97736783,2.79886109,2.90127242,1.58705829,1.47668079,1.63495392,1.58424799,1.45042681,1.62470099,1.55374653,1.65346836,2.97491678,2.84957542,2.93067806,3.19388265,3.13890098,2.74160533,2.92429522,3.09623015
3.02655084,2.71044741,2.88266324,3.0234109,1.57941201,1.63392052,1.53953248,1.52542465,1.57389253,1.64008681,1.55631266,1.52764494,2.87863255,3.0048994,3.12958966,2.90322358,2.89558521,3.0123937,2.98202249,3.0565224
3.08615851,2.78483769,2.93714428,2.97756869,1.51303269,1.73026425,1.5640408,1.48122404,1.61321258,1.60886015,1.57318445,1.49542686,3.07877665,3.01244674,2.87927198,3.11066179,2.8976969,2.82944105,2.9944514,2.9846618
3.05467657,2.81160127,2.96929448,2.96764085,1.63168823,1.56990802,1.51359304,1.56886832,1.63672205,1.61042295,1.4671474,1.57175779,2.99112704,3.15680566,2.72192222,3.11252958,3.21784788,2.72634314,2.91690385,2.92772186
2.88850876,2.95589125,2.87361556,2.91873829,1.59175697,1.61258766,1.45438996,1.62439888,1.69338024,1.51912051,1.50216046,1.56907848,3.13892287,2.94409412,2.76311648,3.19116234,3.13815353,2.73408007,2.878457,3.01133379
