0.04392,0.07347,0.04098,0.06263,0.04315,0.13503,0.00457,0.00157
0.02755,0.03338,0.02482,0.02743,0.00342,0.00113,0.02882,0.06538
0.04141,0.07322,0.03801,0.0611,0.0053,0.00243,0.04079,0.13413
0.02388,0.02388,0.05213,0.1115,0.02067,0.03629,0.03585,0.10144
0.04194,0.07726,0.02062,0.01882,0.03111,0.08311,0.01257,0.01398
0.04894,0.09426,0.01568,0.00956,0.02808,0.05432,0.0249,0.05279
0.01193,0.0057,0.05733,0.13174,0.03695,0.09963,0.02331,0.04582
0.01157,0.00516,0.05126,0.0986,0.02938,0.06955,0.02183,0.03286
0.00741,0.00241,0.03824,0.06465,0.01667,0.02316,0.02213,0.04452
0.02056,0.01779,0.04241,0.07651,0.01152,0.01175,0.03328,0.08724
0.02375,0.02294,0.03075,0.03839,0.0056,0.00263,0.02777,0.06008
0.01689,0.01199,0.03669,0.05704,0.02069,0.03316,0.01996,0.03611
0.00868,0.00339,0.03933,0.06963,0.02176,0.04018,0.01909,0.03424
0.04446,0.08476,0.00778,0.00261,0.02647,0.05853,0.01891,0.03097
0.04314,0.07731,0.0287,0.03437,0.03465,0.10221,0.00779,0.00478
0.03625,0.05355,0.01177,0.00555,0.01417,0.01631,0.02368,0.04434
0.01562,0.01034,0.05424,0.12563,0.02034,0.03543,0.03594,0.10549
0.02631,0.02888,0.03026,0.03842,0.00313,0.00079,0.02733,0.06389
0.04452,0.07377,0.04606,0.07706,0.04176,0.123,0.01975,0.02885
0.04577,0.08888,0.02741,0.03192,0.03641,0.11148,0.00984,0.00806
0.04353,0.07712,0.02856,0.03341,0.01379,0.01517,0.03401,0.09407
0.05349,0.12034,0.01702,0.01225,0.0289,0.07227,0.02832,0.06358
0.01085,0.00529,0.03406,0.05196,0.01741,0.02725,0.01858,0.03058
0.04211,0.07164,0.03394,0.04628,0.0371,0.1109,0.00707,0.0039
0.03788,0.0627,0.00358,0.00056,0.01827,0.03006,0.02055,0.03488
0.01221,0.00632,0.04119,0.07204,0.02028,0.03537,0.02323,0.04447
0.03285,0.04272,0.03155,0.03925,0.00433,0.00139,0.03138,0.07836
0.01543,0.0098,0.03909,0.06048,0.01854,0.02693,0.02284,0.0428
0.04985,0.10477,0.02347,0.02347,0.01462,0.0179,0.03684,0.11213
0.0372,0.05297,0.03682,0.05143,0.03714,0.10346,0.00292,0.00064
0.01093,0.00463,0.04585,0.0817,0.02841,0.06076,0.01864,0.0274
0.01614,0.0108,0.04673,0.09136,0.01747,0.0236,0.02979,0.07716
0.01106,0.00541,0.03863,0.06505,0.0156,0.0209,0.02378,0.04979
0.02014,0.01623,0.05556,0.12357,0.03546,0.1012,0.02281,0.04017
0.00955,0.00359,0.06581,0.17131,0.03014,0.07733,0.03932,0.10781
0.03393,0.04637,0.04669,0.08813,0.04115,0.13109,0.0067,0.00366
0.01513,0.0098,0.04119,0.07247,0.01642,0.02124,0.02564,0.05946
0.03867,0.05909,0.01792,0.01256,0.01643,0.01913,0.0244,0.05059
0.01657,0.01118,0.03802,0.0586,0.00979,0.00865,0.0308,0.06744
0.03345,0.04809,0.01668,0.01182,0.00947,0.00815,0.02629,0.05478
0.02384,0.02121,0.04307,0.06921,0.03645,0.08927,0.00961,0.0074
0.01564,0.00853,0.05696,0.1129,0.02671,0.05703,0.03419,0.06803
0.02776,0.03182,0.03468,0.04998,0.00474,0.00178,0.03024,0.07716
0.0355,0.04937,0.01254,0.00622,0.01997,0.03248,0.01742,0.02285
0.03994,0.06216,0.00935,0.00341,0.01942,0.0269,0.02161,0.03887
0.01444,0.00901,0.03804,0.06284,0.01182,0.01243,0.02726,0.06162
0.01401,0.00741,0.03719,0.0534,0.02128,0.03718,0.01837,0.02358
0.02212,0.01759,0.04544,0.07368,0.01821,0.02286,0.03033,0.06728
0.00862,0.00316,0.0362,0.05765,0.01574,0.02196,0.02223,0.0412
0.03746,0.05466,0.04537,0.07953,0.01378,0.01441,0.0391,0.11769
0.03869,0.05442,0.03088,0.03448,0.02637,0.04686,0.02323,0.04178
0.05729,0.11709,0.02018,0.01457,0.03231,0.07775,0.02911,0.05571
0.01867,0.01232,0.05054,0.09221,0.02646,0.05346,0.02832,0.05279
0.02178,0.01833,0.03141,0.03822,0.00878,0.00653,0.02805,0.05422
0.02788,0.02874,0.05021,0.09322,0.02541,0.04677,0.03197,0.0755
0.041,0.06795,0.01595,0.01055,0.02046,0.03826,0.02413,0.04108
0.04109,0.0611,0.01794,0.0115,0.02351,0.04247,0.02138,0.03028
0.04201,0.06308,0.00633,0.00141,0.02774,0.04458,0.01696,0.02425
0.04523,0.0858,0.0187,0.01489,0.01609,0.02052,0.03025,0.07887
0.01093,0.0046,0.05806,0.12494,0.02932,0.06273,0.03007,0.06841
0.02316,0.02014,0.05349,0.10844,0.03766,0.10442,0.01885,0.02647
0.01693,0.0096,0.04507,0.06962,0.02452,0.03755,0.0244,0.043
0.0294,0.02843,0.03836,0.04879,0.03159,0.06899,0.0078,0.00379
0.06362,0.1601,0.02732,0.02935,0.04435,0.15489,0.02215,0.0365
0.0211,0.01552,0.04351,0.06683,0.0135,0.01319,0.03302,0.07218
0.01657,0.01153,0.04899,0.09955,0.02509,0.04857,0.02665,0.06268
0.0267,0.02444,0.05908,0.11331,0.02347,0.04045,0.04162,0.10189
0.0083,0.0029,0.03334,0.04979,0.01687,0.02368,0.01817,0.03029
0.02937,0.03074,0.06153,0.13581,0.04303,0.12961,0.02329,0.03866
0.0545,0.11152,0.04833,0.08868,0.05024,0.18346,0.01489,0.01652
0.0299,0.03609,0.03963,0.06367,0.03406,0.08995,0.01143,0.01085
0.04337,0.07421,0.01927,0.01513,0.02737,0.0512,0.02079,0.03929
0.00667,0.00172,0.04458,0.07447,0.02154,0.0397,0.02354,0.03631
0.0434,0.06707,0.0212,0.01586,0.02426,0.04861,0.02385,0.03226
0.03721,0.05297,0.02146,0.01778,0.01184,0.01003,0.02667,0.05741
0.01974,0.01567,0.04961,0.09685,0.03275,0.08668,0.01788,0.02439
0.0325,0.04234,0.03093,0.03893,0.02964,0.07005,0.01144,0.01058
0.02117,0.01797,0.0396,0.06216,0.0123,0.01046,0.02675,0.0634
0.04144,0.07192,0.01029,0.00449,0.02399,0.04724,0.01897,0.03056
0.04433,0.06757,0.02995,0.03006,0.00913,0.00512,0.03493,0.08723
0.03392,0.03555,0.0417,0.05176,0.0337,0.06977,0.01627,0.0156
0.04282,0.05667,0.055,0.09073,0.04336,0.12402,0.0134,0.00974
0.0381,0.05187,0.03,0.03226,0.03439,0.0824,0.00511,0.00188
0.0067,0.00156,0.05427,0.10186,0.02756,0.05294,0.02777,0.05246
0.05519,0.09451,0.00447,0.0006,0.02582,0.04143,0.03181,0.05864
0.02578,0.02445,0.03674,0.04957,0.03235,0.07221,0.0075,0.00432
0.02437,0.02182,0.05188,0.0989,0.0361,0.09923,0.01613,0.01793
0.04542,0.07804,0.01697,0.01089,0.02744,0.05255,0.02195,0.03857
0.03624,0.04651,0.02896,0.02992,0.00875,0.00592,0.03459,0.07612
0.04011,0.05834,0.01676,0.01014,0.02342,0.04127,0.02,0.0274
0.03478,0.04318,0.04611,0.07555,0.01113,0.00839,0.03828,0.10633
0.01214,0.00551,0.04943,0.09199,0.03406,0.07332,0.01939,0.03207
0.07367,0.1764,0.01335,0.00575,0.03909,0.09484,0.0389,0.09681
0.03108,0.03372,0.04153,0.05986,0.03682,0.08962,0.00933,0.00623
0.06261,0.13001,0.03255,0.03374,0.04075,0.11388,0.02906,0.04978
0.03008,0.02847,0.03019,0.02679,0.0047,0.00121,0.02717,0.04906
0.04551,0.06945,0.02743,0.02489,0.02485,0.03855,0.02864,0.05659
0.02934,0.02984,0.0394,0.05225,0.01389,0.01172,0.02951,0.06482
0.0255,0.02107,0.05439,0.09631,0.04319,0.10553,0.01695,0.02108
0.00614,0.00128,0.04413,0.0656,0.02325,0.0393,0.02109,0.02743
0.05433,0.10507,0.03018,0.03155,0.0346,0.07794,0.02922,0.06241
0.03782,0.05294,0.01391,0.00714,0.01263,0.01256,0.02732,0.0507
0.0331,0.03446,0.05508,0.08868,0.02174,0.02832,0.03888,0.09134
0.0363,0.04898,0.01949,0.01379,0.02519,0.0392,0.01766,0.02628
0.03598,0.04229,0.04019,0.05186,0.03432,0.08368,0.00292,0.00048
0.05958,0.1289,0.02168,0.01709,0.02386,0.04347,0.04045,0.10917
0.06597,0.16089,0.01557,0.00896,0.02951,0.06705,0.04102,0.11302
0.06226,0.12433,0.02535,0.01941,0.03616,0.06705,0.03414,0.08232
0.02732,0.02648,0.0383,0.05,0.03328,0.07044,0.01112,0.00927
0.03687,0.04984,0.01788,0.01171,0.01136,0.00951,0.02707,0.05267
0.04374,0.06655,0.01989,0.01359,0.02919,0.06207,0.01582,0.01603
0.05239,0.09769,0.02272,0.01835,0.02435,0.03974,0.0325,0.07676
0.03469,0.04604,0.04869,0.09095,0.04024,0.12623,0.00846,0.00522
0.03892,0.052,0.01745,0.01053,0.0201,0.0314,0.02331,0.03192
0.02123,0.01683,0.03661,0.05124,0.01325,0.01423,0.0286,0.05694
0.0395,0.05879,0.0199,0.01516,0.0268,0.05674,0.01456,0.01519
0.04327,0.0696,0.03139,0.03686,0.03157,0.06879,0.02222,0.03925
0.02489,0.02182,0.03317,0.03742,0.02529,0.04775,0.01079,0.00736
0.03316,0.03871,0.02454,0.02091,0.00624,0.00269,0.02844,0.05647
0.0342,0.03971,0.0325,0.03527,0.00637,0.00273,0.033,0.07199
0.0362,0.05507,0.01606,0.01103,0.00963,0.00894,0.03025,0.06517
0.02868,0.03395,0.04183,0.07105,0.00789,0.00499,0.03475,0.09815
0.03689,0.06134,0.01194,0.0065,0.01393,0.01931,0.02543,0.05215
0.02967,0.03751,0.0068,0.00198,0.01308,0.01318,0.01656,0.02548
