2.81182402,2.85795305,3.01333701,3.0573818,1.66352393,1.56310764,1.48000522,1.56847583,1.65301166,1.57040857,1.44694977,1.58721895,3.24873709,2.99901984,3.0720807,3.08797601,3.30765838,3.29047242,3.20325335,3.42349982
2.69298583,2.64030733,2.98862593,2.92129575,1.49574804,1.51919605,1.70520452,1.52975569,1.40446042,1.63623106,1.57195169,1.63709485,3.07328476,3.45255896,3.1567244,3.08033317,3.28012731,3.3912255,3.39959981,3.04618394
2.7981847,2.94794566,2.96529264,2.9599519,1.64131588,1.67015326,1.47012167,1.50616393,1.62194642,1.62139839,1.52650837,1.50521232,3.04391925,3.01276545,3.28864849,3.09063873,3.12858974,3.44463826,3.39154841,3.23838237
2.72886457,2.92642616,2.76871365,2.85945014,1.5594302,1.69684447,1.50100852,1.52912834,1.54202813,1.65048181,1.60503975,1.48566559,3.28026559,3.16902144,3.43181028,3.01259934,3.10881098,3.53296756,3.15887819,3.11494991
2.45880244,2.69924216,2.53138157,2.46473277,1.52096695,1.64197991,1.35322165,1.76603043,1.62203744,1.56581383,1.45237917,1.65307943,3.33343278,3.07682938,3.10409209,3.38757979,3.47178958,3.35669929,3.5197455,3.45241534
2.56838593,2.52193658,2.68054622,2.45233521,1.56992153,1.5716131,1.45401841,1.68956787,1.55371012,1.60515324,1.37240795,1.75164356,3.35495234,3.5316483,3.30052963,3.27156471,3.12762495,3.51857357,3.39271107,3.12503057
2.66903747,2.67958118,2.95795015,3.07587211,1.54974731,1.63005021,1.49206575,1.56127413,1.71808835,1.60041977,1.4279427,1.50016405,3.13825015,3.44142678,3.15570254,3.28515084,3.15854911,2.95097524,3.4883473,3.23177137
2.99183675,2.98648852,2.70894059,2.5359342,1.69518268,1.59118957,1.43046895,1.51596009,1.60977773,1.62572588,1.42214738,1.58188765,3.06855805,3.39236949,3.23892626,3.25471661,3.23180494,3.38795058,3.35834633,3.01536455
2.57418885,2.74914996,2.66082578,2.78038961,1.46366548,1.5629814,1.57639069,1.68041803,1.49647001,1.54811669,1.564951,1.67234798,3.42214951,3.04770392,3.18296603,3.41326743,3.33449838,3.04350211,3.24310749,3.45380938
2.66197513,2.7411618,2.58179272,2.68612523,1.5070122,1.70193131,1.54724018,1.52377073,1.45547283,1.75765567,1.57015789,1.5014653,3.40213709,3.3570519,3.535536,3.34820156,3.18065588,3.16746413,3.05496952,3.155038
2.74896486,2.93132164,2.57630686,2.62973026,1.60639153,1.70484428,1.42541876,1.54622744,1.57471925,1.64215379,1.50802968,1.52906277,3.2193487,3.25593038,3.4252476,3.54406005,3.14573807,3.13055372,3.32675069,3.05105598
2.81908483,2.77297755,2.92989665,2.97228445,1.64682362,1.55072433,1.48666863,1.58768632,1.71830907,1.53809092,1.38242506,1.64098126,3.24994993,3.38701313,3.12762566,3.29377811,3.15654592,3.01824692,3.31519297,3.16453302
2.65720421,2.72090496,2.68629055,2.62400734,1.45295872,1.59401906,1.61732282,1.61755638,1.40447403,1.61501815,1.60134105,1.66467477,3.37570594,3.02505448,3.2069403,3.39637128,3.29790398,3.24533249,3.20782619,3.42406373
